,customer_id,store_id,first_name,last_name,email,address_id,activebool,create_date,last_update,active
54,54,1,Teresa,Rogers,teresa.rogers@sakilacustomer.org,58.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
55,55,2,Doris,Reed,doris.reed@sakilacustomer.org,59.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
56,56,1,Gloria,Cook,gloria.cook@sakilacustomer.org,60.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
57,57,2,Evelyn,Morgan,evelyn.morgan@sakilacustomer.org,61.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
58,58,1,Jean,Bell,jean.bell@sakilacustomer.org,62.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
59,59,1,Cheryl,Murphy,cheryl.murphy@sakilacustomer.org,63.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
60,60,1,Mildred,Bailey,mildred.bailey@sakilacustomer.org,64.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
61,61,2,Katherine,Rivera,katherine.rivera@sakilacustomer.org,65.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
62,62,1,Joan,Cooper,joan.cooper@sakilacustomer.org,66.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
63,63,1,Ashley,Richardson,ashley.richardson@sakilacustomer.org,67.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
64,64,2,Judith,Cox,judith.cox@sakilacustomer.org,68.0,True,2006-02-14,2022-09-28 10:21:51.262503,0
65,65,2,Rose,Howard,rose.howard@sakilacustomer.org,69.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
66,66,2,Janice,Ward,janice.ward@sakilacustomer.org,70.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
67,67,1,Kelly,Torres,kelly.torres@sakilacustomer.org,71.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
68,68,1,Nicole,Peterson,nicole.peterson@sakilacustomer.org,72.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
69,69,2,Judy,Gray,judy.gray@sakilacustomer.org,73.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
70,70,2,Christina,Ramirez,christina.ramirez@sakilacustomer.org,74.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
71,71,1,Kathy,James,kathy.james@sakilacustomer.org,75.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
72,72,2,Theresa,Watson,theresa.watson@sakilacustomer.org,76.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
73,73,2,Beverly,Brooks,beverly.brooks@sakilacustomer.org,77.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
74,74,1,Denise,Kelly,denise.kelly@sakilacustomer.org,78.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
75,75,2,Tammy,Sanders,tammy.sanders@sakilacustomer.org,79.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
76,76,2,Irene,Price,irene.price@sakilacustomer.org,80.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
77,77,2,Jane,Bennett,jane.bennett@sakilacustomer.org,81.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
78,78,1,Lori,Wood,lori.wood@sakilacustomer.org,82.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
79,79,1,Rachel,Barnes,rachel.barnes@sakilacustomer.org,83.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
80,80,1,Marilyn,Ross,marilyn.ross@sakilacustomer.org,84.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
81,81,1,Andrea,Henderson,andrea.henderson@sakilacustomer.org,85.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
82,82,1,Kathryn,Coleman,kathryn.coleman@sakilacustomer.org,86.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
83,83,1,Louise,Jenkins,louise.jenkins@sakilacustomer.org,87.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
84,84,2,Sara,Perry,sara.perry@sakilacustomer.org,88.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
85,85,2,Anne,Powell,anne.powell@sakilacustomer.org,89.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
86,86,2,Jacqueline,Long,jacqueline.long@sakilacustomer.org,90.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
87,87,1,Wanda,Patterson,wanda.patterson@sakilacustomer.org,91.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
88,88,2,Bonnie,Hughes,bonnie.hughes@sakilacustomer.org,92.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
89,89,1,Julia,Flores,julia.flores@sakilacustomer.org,93.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
90,90,2,Ruby,Washington,ruby.washington@sakilacustomer.org,94.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
91,91,2,Lois,Butler,lois.butler@sakilacustomer.org,95.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
92,92,2,Tina,Simmons,tina.simmons@sakilacustomer.org,96.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
93,93,1,Phyllis,Foster,phyllis.foster@sakilacustomer.org,97.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
94,94,1,Norma,Gonzales,norma.gonzales@sakilacustomer.org,98.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
95,95,2,Paula,Bryant,paula.bryant@sakilacustomer.org,99.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
96,96,1,Diana,Alexander,diana.alexander@sakilacustomer.org,100.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
97,97,2,Annie,Russell,annie.russell@sakilacustomer.org,101.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
98,98,1,Lillian,Griffin,lillian.griffin@sakilacustomer.org,102.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
99,99,2,Emily,Diaz,emily.diaz@sakilacustomer.org,103.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
100,100,1,Robin,Hayes,robin.hayes@sakilacustomer.org,104.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
101,101,1,Peggy,Myers,peggy.myers@sakilacustomer.org,105.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
102,102,1,Crystal,Ford,crystal.ford@sakilacustomer.org,106.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
103,103,1,Gladys,Hamilton,gladys.hamilton@sakilacustomer.org,107.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
104,104,1,Rita,Graham,rita.graham@sakilacustomer.org,108.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
105,105,1,Dawn,Sullivan,dawn.sullivan@sakilacustomer.org,109.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
106,106,1,Connie,Wallace,connie.wallace@sakilacustomer.org,110.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
107,107,1,Florence,Woods,florence.woods@sakilacustomer.org,111.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
108,108,1,Tracy,Cole,tracy.cole@sakilacustomer.org,112.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
109,109,2,Edna,West,edna.west@sakilacustomer.org,113.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
110,110,2,Tiffany,Jordan,tiffany.jordan@sakilacustomer.org,114.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
111,111,1,Carmen,Owens,carmen.owens@sakilacustomer.org,115.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
112,112,2,Rosa,Reynolds,rosa.reynolds@sakilacustomer.org,116.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
113,113,2,Cindy,Fisher,cindy.fisher@sakilacustomer.org,117.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
114,114,2,Grace,Ellis,grace.ellis@sakilacustomer.org,118.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
115,115,1,Wendy,Harrison,wendy.harrison@sakilacustomer.org,119.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
116,116,1,Victoria,Gibson,victoria.gibson@sakilacustomer.org,120.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
117,117,1,Edith,Mcdonald,edith.mcdonald@sakilacustomer.org,121.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
118,118,1,Kim,Cruz,kim.cruz@sakilacustomer.org,122.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
119,119,1,Sherry,Marshall,sherry.marshall@sakilacustomer.org,123.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
120,120,2,Sylvia,Ortiz,sylvia.ortiz@sakilacustomer.org,124.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
121,121,1,Josephine,Gomez,josephine.gomez@sakilacustomer.org,125.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
122,122,1,Thelma,Murray,thelma.murray@sakilacustomer.org,126.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
123,123,2,Shannon,Freeman,shannon.freeman@sakilacustomer.org,127.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
124,124,1,Sheila,Wells,sheila.wells@sakilacustomer.org,128.0,True,2006-02-14,2022-09-28 10:21:51.262503,0
125,125,1,Ethel,Webb,ethel.webb@sakilacustomer.org,129.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
126,126,1,Ellen,Simpson,ellen.simpson@sakilacustomer.org,130.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
127,127,2,Elaine,Stevens,elaine.stevens@sakilacustomer.org,131.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
128,128,1,Marjorie,Tucker,marjorie.tucker@sakilacustomer.org,132.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
129,129,1,Carrie,Porter,carrie.porter@sakilacustomer.org,133.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
130,130,1,Charlotte,Hunter,charlotte.hunter@sakilacustomer.org,134.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
131,131,2,Monica,Hicks,monica.hicks@sakilacustomer.org,135.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
132,132,2,Esther,Crawford,esther.crawford@sakilacustomer.org,136.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
133,133,1,Pauline,Henry,pauline.henry@sakilacustomer.org,137.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
134,134,1,Emma,Boyd,emma.boyd@sakilacustomer.org,138.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
135,135,2,Juanita,Mason,juanita.mason@sakilacustomer.org,139.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
136,136,2,Anita,Morales,anita.morales@sakilacustomer.org,140.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
137,137,2,Rhonda,Kennedy,rhonda.kennedy@sakilacustomer.org,141.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
138,138,1,Hazel,Warren,hazel.warren@sakilacustomer.org,142.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
139,139,1,Amber,Dixon,amber.dixon@sakilacustomer.org,143.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
140,140,1,Eva,Ramos,eva.ramos@sakilacustomer.org,144.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
141,141,1,Debbie,Reyes,debbie.reyes@sakilacustomer.org,145.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
142,142,1,April,Burns,april.burns@sakilacustomer.org,146.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
143,143,1,Leslie,Gordon,leslie.gordon@sakilacustomer.org,147.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
144,144,1,Clara,Shaw,clara.shaw@sakilacustomer.org,148.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
145,145,1,Lucille,Holmes,lucille.holmes@sakilacustomer.org,149.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
146,146,1,Jamie,Rice,jamie.rice@sakilacustomer.org,150.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
147,147,2,Joanne,Robertson,joanne.robertson@sakilacustomer.org,151.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
148,148,1,Eleanor,Hunt,eleanor.hunt@sakilacustomer.org,152.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
149,149,1,Valerie,Black,valerie.black@sakilacustomer.org,153.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
150,150,2,Danielle,Daniels,danielle.daniels@sakilacustomer.org,154.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
151,151,2,Megan,Palmer,megan.palmer@sakilacustomer.org,155.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
152,152,1,Alicia,Mills,alicia.mills@sakilacustomer.org,156.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
153,153,2,Suzanne,Nichols,suzanne.nichols@sakilacustomer.org,157.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
154,154,2,Michele,Grant,michele.grant@sakilacustomer.org,158.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
155,155,1,Gail,Knight,gail.knight@sakilacustomer.org,159.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
156,156,1,Bertha,Ferguson,bertha.ferguson@sakilacustomer.org,160.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
157,157,2,Darlene,Rose,darlene.rose@sakilacustomer.org,161.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
158,158,1,Veronica,Stone,veronica.stone@sakilacustomer.org,162.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
159,159,1,Jill,Hawkins,jill.hawkins@sakilacustomer.org,163.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
160,160,2,Erin,Dunn,erin.dunn@sakilacustomer.org,164.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
161,161,1,Geraldine,Perkins,geraldine.perkins@sakilacustomer.org,165.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
162,162,2,Lauren,Hudson,lauren.hudson@sakilacustomer.org,166.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
163,163,1,Cathy,Spencer,cathy.spencer@sakilacustomer.org,167.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
164,164,2,Joann,Gardner,joann.gardner@sakilacustomer.org,168.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
165,165,2,Lorraine,Stephens,lorraine.stephens@sakilacustomer.org,169.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
166,166,1,Lynn,Payne,lynn.payne@sakilacustomer.org,170.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
167,167,2,Sally,Pierce,sally.pierce@sakilacustomer.org,171.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
168,168,1,Regina,Berry,regina.berry@sakilacustomer.org,172.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
169,169,2,Erica,Matthews,erica.matthews@sakilacustomer.org,173.0,True,2006-02-14,2022-09-28 10:21:51.262503,0
170,170,1,Beatrice,Arnold,beatrice.arnold@sakilacustomer.org,174.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
171,171,2,Dolores,Wagner,dolores.wagner@sakilacustomer.org,175.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
172,172,1,Bernice,Willis,bernice.willis@sakilacustomer.org,176.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
173,173,1,Audrey,Ray,audrey.ray@sakilacustomer.org,177.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
174,174,2,Yvonne,Watkins,yvonne.watkins@sakilacustomer.org,178.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
175,175,1,Annette,Olson,annette.olson@sakilacustomer.org,179.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
176,176,1,June,Carroll,june.carroll@sakilacustomer.org,180.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
177,177,2,Samantha,Duncan,samantha.duncan@sakilacustomer.org,181.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
178,178,2,Marion,Snyder,marion.snyder@sakilacustomer.org,182.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
179,179,1,Dana,Hart,dana.hart@sakilacustomer.org,183.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
180,180,2,Stacy,Cunningham,stacy.cunningham@sakilacustomer.org,184.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
181,181,2,Ana,Bradley,ana.bradley@sakilacustomer.org,185.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
182,182,1,Renee,Lane,renee.lane@sakilacustomer.org,186.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
183,183,2,Ida,Andrews,ida.andrews@sakilacustomer.org,187.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
184,184,1,Vivian,Ruiz,vivian.ruiz@sakilacustomer.org,188.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
185,185,1,Roberta,Harper,roberta.harper@sakilacustomer.org,189.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
186,186,2,Holly,Fox,holly.fox@sakilacustomer.org,190.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
187,187,2,Brittany,Riley,brittany.riley@sakilacustomer.org,191.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
188,188,1,Melanie,Armstrong,melanie.armstrong@sakilacustomer.org,192.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
189,189,1,Loretta,Carpenter,loretta.carpenter@sakilacustomer.org,193.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
190,190,2,Yolanda,Weaver,yolanda.weaver@sakilacustomer.org,194.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
191,191,1,Jeanette,Greene,jeanette.greene@sakilacustomer.org,195.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
192,192,1,Laurie,Lawrence,laurie.lawrence@sakilacustomer.org,196.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
193,193,2,Katie,Elliott,katie.elliott@sakilacustomer.org,197.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
194,194,2,Kristen,Chavez,kristen.chavez@sakilacustomer.org,198.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
195,195,1,Vanessa,Sims,vanessa.sims@sakilacustomer.org,199.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
196,196,1,Alma,Austin,alma.austin@sakilacustomer.org,200.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
197,197,2,Sue,Peters,sue.peters@sakilacustomer.org,201.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
198,198,2,Elsie,Kelley,elsie.kelley@sakilacustomer.org,202.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
199,199,2,Beth,Franklin,beth.franklin@sakilacustomer.org,203.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
200,200,2,Jeanne,Lawson,jeanne.lawson@sakilacustomer.org,204.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
201,201,1,Vicki,Fields,vicki.fields@sakilacustomer.org,205.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
202,202,2,Carla,Gutierrez,carla.gutierrez@sakilacustomer.org,206.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
203,203,1,Tara,Ryan,tara.ryan@sakilacustomer.org,207.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
204,204,1,Rosemary,Schmidt,rosemary.schmidt@sakilacustomer.org,208.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
205,205,2,Eileen,Carr,eileen.carr@sakilacustomer.org,209.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
206,206,1,Terri,Vasquez,terri.vasquez@sakilacustomer.org,210.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
207,207,1,Gertrude,Castillo,gertrude.castillo@sakilacustomer.org,211.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
208,208,1,Lucy,Wheeler,lucy.wheeler@sakilacustomer.org,212.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
209,209,2,Tonya,Chapman,tonya.chapman@sakilacustomer.org,213.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
210,210,2,Ella,Oliver,ella.oliver@sakilacustomer.org,214.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
211,211,1,Stacey,Montgomery,stacey.montgomery@sakilacustomer.org,215.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
212,212,2,Wilma,Richards,wilma.richards@sakilacustomer.org,216.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
213,213,1,Gina,Williamson,gina.williamson@sakilacustomer.org,217.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
214,214,1,Kristin,Johnston,kristin.johnston@sakilacustomer.org,218.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
215,215,2,Jessie,Banks,jessie.banks@sakilacustomer.org,219.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
216,216,1,Natalie,Meyer,natalie.meyer@sakilacustomer.org,220.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
217,217,2,Agnes,Bishop,agnes.bishop@sakilacustomer.org,221.0,True,2006-02-14,2022-09-28 10:21:51.262503,1
